8.757073333,2.555847168
8.75665,2.558898926
8.756226667,2.558898926
8.755803333,2.555847168
8.75538,2.55279541
8.754956667,2.558898926
8.754533333,2.558898926
8.75411,2.558898926
8.753686667,2.558898926
8.753263333,2.555847168
8.75284,2.558898926
8.752416667,2.558898926
8.751993333,2.549743652
8.75157,2.558898926
8.751146667,2.555847168
8.750723333,2.555847168
8.7503,2.555847168
8.749876667,2.555847168
8.749453333,2.561950684
8.74903,2.558898926
8.748606667,2.555847168
8.748183333,2.558898926
8.74776,2.558898926
8.747336667,2.555847168
8.746913333,2.546691895
8.74649,2.555847168
8.746066667,2.561950684
8.745643333,2.558898926
8.74522,2.555847168
8.744796667,2.55279541
8.744373333,2.558898926
8.74395,2.561950684
8.743526667,2.558898926
8.743103333,2.558898926
8.74268,2.555847168
8.742256667,2.558898926
8.741833333,2.555847168
8.74141,2.55279541
8.740986667,2.558898926
8.740563333,2.555847168
8.74014,2.55279541
8.739716667,2.558898926
8.739293333,2.558898926
8.73887,2.561950684
8.738446667,2.555847168
8.738023333,2.558898926
8.7376,2.558898926
8.737176667,2.561950684
8.736753333,2.555847168
8.73633,2.549743652
8.735906667,2.558898926
8.735483333,2.561950684
8.73506,2.558898926
8.734636667,2.558898926
8.734213333,2.555847168
8.73379,2.558898926
8.733366667,2.561950684
8.732943333,2.555847168
8.73252,2.558898926
8.732096667,2.555847168
8.731673333,2.558898926
8.73125,2.558898926
8.730826667,2.555847168
8.730403333,2.561950684
8.72998,2.558898926
8.729556667,2.555847168
8.729133333,2.558898926
8.72871,2.558898926
8.728286667,2.561950684
8.727863333,2.558898926
8.72744,2.555847168
8.727016667,2.555847168
8.726593333,2.558898926
8.72617,2.558898926
8.725746667,2.549743652
8.725323333,2.555847168
8.7249,2.561950684
8.724476667,2.558898926
8.724053333,2.558898926
8.72363,2.555847168
8.723206667,2.558898926
8.722783333,2.561950684
8.72236,2.558898926
8.721936667,2.558898926
8.721513333,2.558898926
8.72109,2.558898926
8.720666667,2.558898926
8.720243333,2.555847168
